text_number	file_name	file_path	segment_start	segment_end	segment_text
d06-008	d06-008.png	/173/d06-008.png	1094	1265	unable to speak about it to anybody and
d06-008	d06-008.png	/173/d06-008.png	1272	1445	the seeds of any amount of trouble are sown,
d06-008	d06-008.png	/173/d06-008.png	1450	1626	the harvest of which may still be being
d06-008	d06-008.png	/173/d06-008.png	1633	1807	reaped at forty or fifty. Far better to
d06-008	d06-008.png	/173/d06-008.png	1811	1983	agree with a child that a particular
d06-008	d06-008.png	/173/d06-008.png	1987	2166	situation is frightening, and then to face
d06-008	d06-008.png	/173/d06-008.png	2166	2342	it together until the child can see how
d06-008	d06-008.png	/173/d06-008.png	2356	2523	unnecessary its fears were.
d06-063	d06-063.png	/173/d06-063.png	890	1059	In the days when most people were born,
d06-063	d06-063.png	/173/d06-063.png	1065	1241	lived and died within the boundaries of
d06-063	d06-063.png	/173/d06-063.png	1244	1425	the village, it was not difficult for anybody
d06-063	d06-063.png	/173/d06-063.png	1429	1601	to live a day at a time. Even those who
d06-063	d06-063.png	/173/d06-063.png	1601	1784	held a high and responsible office lived in
d06-063	d06-063.png	/173/d06-063.png	1786	1965	far greater simplicity than their successors.
d06-063	d06-063.png	/173/d06-063.png	1965	2143	When news from the Continent took days,
d06-063	d06-063.png	/173/d06-063.png	2143	2319	from America weeks, from the Far East,
d06-063	d06-063.png	/173/d06-063.png	2321	2498	months, even a Prime Minister could go to
d06-063	d06-063.png	/173/d06-063.png	2498	2679	sleep in blissful ignorance of what might
d06-046	d06-046.png	/173/d06-046.png	794	966	Even more simply, test your own reactions
d06-046	d06-046.png	/173/d06-046.png	967	1142	to different situations. There are some which
d06-046	d06-046.png	/173/d06-046.png	1152	1323	bring on an almost immediate feeling of
d06-046	d06-046.png	/173/d06-046.png	1329	1501	tiredness - such as when your wife mentions
d06-046	d06-046.png	/173/d06-046.png	1502	1682	the washing-up - while others, if they
d06-046	d06-046.png	/173/d06-046.png	1686	1866	refer to something you like doing, bring a
d06-046	d06-046.png	/173/d06-046.png	1866	2042	veritable surge of energy. Many a girl who
d06-046	d06-046.png	/173/d06-046.png	2042	2217	is ’too tired to help mum’ will later jump
d06-046	d06-046.png	/173/d06-046.png	2220	2397	up with no apparent tiredness at all when
d06-046	d06-046.png	/173/d06-046.png	2402	2581	her boy friend calls and go for a long walk.
c06-011	c06-011.png	/173/c06-011.png	742	913	ALSO present is a London journalist who
c06-011	c06-011.png	/173/c06-011.png	921	1091	arrived two hours earlier by appointment
c06-011	c06-011.png	/173/c06-011.png	1094	1273	to talk to the author of Borstal Boy and
c06-011	c06-011.png	/173/c06-011.png	1280	1453	The Hostage about his new work, if any,
c06-011	c06-011.png	/173/c06-011.png	1459	1630	and who is now being pluckily convivial
c06-011	c06-011.png	/173/c06-011.png	1630	1811	to fight off the frustration. The telephone
c06-011	c06-011.png	/173/c06-011.png	1816	1992	has rung a couple of times, calls from
c06-011	c06-011.png	/173/c06-011.png	1993	2169	other chums sniffing the wind and
c06-011	c06-011.png	/173/c06-011.png	2178	2351	offering to drop by for a chat.
a01-014	a01-014.png	/007/a01-014.png	675	852	Sir Roy’s United Federal Party is boycotting
a01-014	a01-014.png	/007/a01-014.png	852	1017	the London talks on the Protectorate’s
a01-014	a01-014.png	/007/a01-014.png	1017	1194	future. Said Mr. Nkumbula last night:
a01-014	a01-014.png	/007/a01-014.png	1194	1366	„We want to discuss what to do if the
a01-014	a01-014.png	/007/a01-014.png	1366	1534	British Government gives in to Sir Roy and
a01-014	a01-014.png	/007/a01-014.png	1534	1710	the talks fall through. There are bound
a01-014	a01-014.png	/007/a01-014.png	1710	1891	to be demonstrations.“ Yesterday Sir Roy’s
a01-014	a01-014.png	/007/a01-014.png	1891	2072	chief aide, Mr. Julius Greenfield, telephoned
a01-014	a01-014.png	/007/a01-014.png	2083	2267	his chief a report on his talks with
a01-014	a01-014.png	/007/a01-014.png	2267	2444	Mr. Macmillan at Chequers.
a01-038	a01-038.png	/007/a01-038.png	887	1062	Mr. Macleod thought the two Rhodesian
a01-038	a01-038.png	/007/a01-038.png	1062	1239	parties had refused to attend the talks
a01-038	a01-038.png	/007/a01-038.png	1239	1398	because Sir Roy had found messages
a01-038	a01-038.png	/007/a01-038.png	1398	1537	sent from the Government were „unsatisfac-
a01-038	a01-038.png	/007/a01-038.png	1537	1691	tory.“ African delegates to the talks yester-
a01-038	a01-038.png	/007/a01-038.png	1691	1861	day called on Mr. Macmillan to cease his
a01-038	a01-038.png	/007/a01-038.png	1861	2006	negotiations with Sir Roy’s representative,
a01-038	a01-038.png	/007/a01-038.png	2006	2141	Mr. Julius Greenfield. He was at Che-
a01-038	a01-038.png	/007/a01-038.png	2141	2288	quers last week-end. They said they
a01-038	a01-038.png	/007/a01-038.png	2288	2438	regarded with „growing anger“ the „gross
a01-038	a01-038.png	/007/a01-038.png	2438	2601	and unconstitutional“ interference by
a01-038	a01-038.png	/007/a01-038.png	2601	2724	Sir Roy’s Federal Government in the
a01-007	a01-007x.png	/003/a01-007x.png	833	1028	Since 1958, 13 Labour life Peers and
a01-007	a01-007x.png	/003/a01-007x.png	1028	1205	Peeresses have been created. Most Labour sentiment
a01-007	a01-007x.png	/003/a01-007x.png	1205	1378	would still favour the abolition of the House
a01-007	a01-007x.png	/003/a01-007x.png	1378	1563	of Lords, but while it remains Labour has to
a01-007	a01-007x.png	/003/a01-007x.png	1563	1741	have an adequate number of members. THE
a01-007	a01-007x.png	/003/a01-007x.png	1741	1918	two rival African Nationalist Parties of Northern
a01-007	a01-007x.png	/003/a01-007x.png	1918	2093	Rhodesia have agreed to get together to face the
a01-007	a01-007x.png	/003/a01-007x.png	2093	2313	challenge from Sir Roy Welensky, the Federal Premier.
a01-003	a01-003x.png	/003/a01-003x.png	851	1037	Though they may gather some Left-wing support, a
a01-003	a01-003x.png	/003/a01-003x.png	1037	1212	large majority of Labour M Ps are likely to turn
a01-003	a01-003x.png	/003/a01-003x.png	1212	1388	down the Foot-Griffiths resolution. Mr. Foot’s line
a01-003	a01-003x.png	/003/a01-003x.png	1388	1566	will be that as Labour 0M Ps opposed the Govern-
a01-003	a01-003x.png	/003/a01-003x.png	1566	1746	ment Bill which brought life peers into existence, they
a01-003	a01-003x.png	/003/a01-003x.png	1746	1920	should not now put forward nominees. He believes
a01-003	a01-003x.png	/003/a01-003x.png	1920	2098	that the House of Lords should be abolished and
a01-003	a01-003x.png	/003/a01-003x.png	2098	2282	that Labour should not take any steps which would
a01-003	a01-003x.png	/003/a01-003x.png	2282	2472	appear to ”prop up” an out-dated institution.
c01-066	c01-066.png	/136/c01-066.png	713	898	The evil that Byron did certainly lived after
c01-066	c01-066.png	/136/c01-066.png	907	1080	him, and was even outmatched by the
c01-066	c01-066.png	/136/c01-066.png	1084	1261	mischief perpetrated by almost every person
c01-066	c01-066.png	/136/c01-066.png	1261	1435	who had been close to him. In turning over
c01-066	c01-066.png	/136/c01-066.png	1435	1617	the bones Doris Langley Moore has brought
c01-066	c01-066.png	/136/c01-066.png	1617	1798	to light a great deal of discreditable
c01-066	c01-066.png	/136/c01-066.png	1800	1976	behaviour and a vision of mischief-
c01-066	c01-066.png	/136/c01-066.png	1979	2153	making propensities of the leisured
c01-066	c01-066.png	/136/c01-066.png	2153	2332	classes in the early 19th century which
c01-066	c01-066.png	/136/c01-066.png	2332	2509	leaves one a little breathless.
b03-025	b03-025.png	/100/b03-025.png	722	883	But discussion on current points of east-west con-
b03-025	b03-025.png	/100/b03-025.png	894	1061	flict could not go much farther than, for example, the
b03-025	b03-025.png	/100/b03-025.png	1083	1242	truism that policies of menace and mutual disarmament
b03-025	b03-025.png	/100/b03-025.png	1254	1420	cannot be followed together. What the council has done -
b03-025	b03-025.png	/100/b03-025.png	1442	1598	and it is an achievement - is to make religious con-
b03-025	b03-025.png	/100/b03-025.png	1617	1775	tact across the greatest political barrier in what
b03-025	b03-025.png	/100/b03-025.png	1806	1945	is not yet a unitary world.
b01-053	b01-053.png	/090/b01-053.png	701	879	That is doubtful. If, however, in addition to her new
b01-053	b01-053.png	/090/b01-053.png	892	1070	good-neighbour gesture, Germany takes a really big
b01-053	b01-053.png	/090/b01-053.png	1070	1242	share in giving aid to underdeveloped nations, the
b01-053	b01-053.png	/090/b01-053.png	1242	1418	world outlook will be brighter. What gives rise
b01-053	b01-053.png	/090/b01-053.png	1421	1598	to optimism is the sign that Germany and the
b01-053	b01-053.png	/090/b01-053.png	1598	1779	other leading Western nations are at long last
b01-053	b01-053.png	/090/b01-053.png	1782	1959	moving towards a solution of currency problems
b01-053	b01-053.png	/090/b01-053.png	1967	2129	by co-operation.
b01-049	b01-049.png	/090/b01-049.png	716	885	There they have stayed uselessly locked up because
b01-049	b01-049.png	/090/b01-049.png	891	1065	Germany has no tradition of trading abroad. In addition
b01-049	b01-049.png	/090/b01-049.png	1067	1241	the strength of Germany’s trading position has attracted
b01-049	b01-049.png	/090/b01-049.png	1248	1419	speculators to hold marks rather than pounds or dollars,
b01-049	b01-049.png	/090/b01-049.png	1429	1602	hoping for the mark to rise, as has now happened.
b01-049	b01-049.png	/090/b01-049.png	1606	1777	WILL the new valuation be enough to correct
b01-049	b01-049.png	/090/b01-049.png	1784	1958	Germany’s massive trading surplus and choke
b01-049	b01-049.png	/090/b01-049.png	1958	2136	off speculation against dollar and pound?
b01-044	b01-044.png	/090/b01-044.png	719	899	BOOMING Germany is deliberately encouraging more imports
b01-044	b01-044.png	/090/b01-044.png	899	1070	as a means to curb rising prices at home. She is
b01-044	b01-044.png	/090/b01-044.png	1080	1257	also aware how unpopular she has been growing
b01-044	b01-044.png	/090/b01-044.png	1257	1431	by failing until now to co-operate as a creditor nation
b01-044	b01-044.png	/090/b01-044.png	1436	1610	should. Germany exports much more than she imports.
b01-044	b01-044.png	/090/b01-044.png	1614	1786	For upwards of five years the world’s reserves of
b01-044	b01-044.png	/090/b01-044.png	1789	1962	dollars have been drained into Germany.
c03-094	c03-094c.png	/152/c03-094c.png	710	893	Mr. William Lucas (Morris) is always insensitively
c03-094	c03-094c.png	/152/c03-094c.png	893	1074	pushing, Miss Sheila Allen his wife, always palely
c03-094	c03-094c.png	/152/c03-094c.png	1074	1248	appealing, Mr. James Maxwell, the editor, always
c03-094	c03-094c.png	/152/c03-094c.png	1248	1431	comically abashed by the events, and Mr. Aubrey
c03-094	c03-094c.png	/152/c03-094c.png	1431	1615	Richards, the father-in-law, always comically
c03-094	c03-094c.png	/152/c03-094c.png	1615	1792	grotesque; they were not asked to modulate from
c03-094	c03-094c.png	/152/c03-094c.png	1792	1968	their set moods but played with proper effi-
c03-094	c03-094c.png	/152/c03-094c.png	1968	2152	ciency and, in the case of Mr. Richards, with
c03-094	c03-094c.png	/152/c03-094c.png	2152	2336	lavish and suitably gaudy colour.
c03-016	c03-016c.png	/152/c03-016c.png	889	1076	But there is heart in the telling, and an
c03-016	c03-016c.png	/152/c03-016c.png	1076	1254	intense realism in the situation. A young
c03-016	c03-016c.png	/152/c03-016c.png	1254	1436	girl lives in a single dingy room with her
c03-016	c03-016c.png	/152/c03-016c.png	1436	1613	slatternly, promiscuous mother. In such
c03-016	c03-016c.png	/152/c03-016c.png	1613	1791	surroundings she learns sex is something sordid,
c03-016	c03-016c.png	/152/c03-016c.png	1791	1973	and when she experiences it for the first time
c03-016	c03-016c.png	/152/c03-016c.png	1973	2155	herself it is incoherently, clumsily, but half
c03-016	c03-016c.png	/152/c03-016c.png	2155	2333	shyly and half inquisitively. As is the case in
c03-016	c03-016c.png	/152/c03-016c.png	2333	2512	Fanny her first lover is a sailor who leaves
c03-016	c03-016c.png	/152/c03-016c.png	2512	2699	her to bear his child and sails away.
c03-084	c03-084c.png	/152/c03-084c.png	714	900	Mr. Bryan Stonehouse’s production is quietly effective,
c03-084	c03-084c.png	/152/c03-084c.png	900	1080	giving full value to the formal elements of Betti’s
c03-084	c03-084c.png	/152/c03-084c.png	1080	1257	writing without over-emphasizing them. Last night’s
c03-084	c03-084c.png	/152/c03-084c.png	1257	1436	play in the ”Play of the Week” series on indepen-
c03-084	c03-084c.png	/152/c03-084c.png	1436	1615	dent television, Then We Fall, by Mr. Paul Ferris,
c03-084	c03-084c.png	/152/c03-084c.png	1618	1794	was a morality on the not unfamiliar theme of
c03-084	c03-084c.png	/152/c03-084c.png	1794	1972	the destructive power of unbridled ambition.
c03-096	c03-096c.png	/152/c03-096c.png	712	895	Only Mr. Lucas’s actions, therefore, arose explicably
c03-096	c03-096c.png	/152/c03-096c.png	895	1074	from appreciable motives. The rest, one feels, were
c03-096	c03-096c.png	/152/c03-096c.png	1074	1252	driven to effective action by the author in spite
c03-096	c03-096c.png	/152/c03-096c.png	1252	1434	of the ineffectuality with which he had
c03-096	c03-096c.png	/152/c03-096c.png	1435	1612	endowed them. One hopes that he is not
c03-096	c03-096c.png	/152/c03-096c.png	1612	1793	asking us to believe that, because of their odd
c03-096	c03-096c.png	/152/c03-096c.png	1793	1984	accents, they act oddly like the queer foreigners
c03-096	c03-096c.png	/152/c03-096c.png	1985	2139	of tradition.
c03-000	c03-000c.png	/152/c03-000c.png	701	896	The film version of Miss Shelagh Delaney’s play
c03-000	c03-000c.png	/152/c03-000c.png	896	1073	A Taste of Honey opens at the Leicester Square
c03-000	c03-000c.png	/152/c03-000c.png	1073	1250	Theatre tomorrow. It has been produced and
c03-000	c03-000c.png	/152/c03-000c.png	1250	1433	directed by Mr. Tony Richardson, who is also part-
c03-000	c03-000c.png	/152/c03-000c.png	1433	1612	author with Miss Delaney of the script, and
c03-000	c03-000c.png	/152/c03-000c.png	1612	1795	the great advantages to be derived from this
c03-000	c03-000c.png	/152/c03-000c.png	1795	1981	unity of conception and control are everywhere
c03-000	c03-000c.png	/152/c03-000c.png	1981	2141	apparent.
c03-081	c03-081c.png	/152/c03-081c.png	894	1075	Arguably, the dramatist has committed a technical
c03-081	c03-081c.png	/152/c03-081c.png	1075	1251	error in allowing Irene to speak for herself;
c03-081	c03-081c.png	/152/c03-081c.png	1251	1433	we would be altogether clearer in our minds
c03-081	c03-081c.png	/152/c03-081c.png	1433	1611	about her if she remained a flawed but beautiful
c03-081	c03-081c.png	/152/c03-081c.png	1611	1792	enigma, seen but not heard. However, Miss Pinkie
c03-081	c03-081c.png	/152/c03-081c.png	1792	1972	Johnstone makes her few brief scenes effective, and
c03-081	c03-081c.png	/152/c03-081c.png	1972	2158	Mr. Dinsdale Landen, in the longest and most
c03-081	c03-081c.png	/152/c03-081c.png	2158	2336	exacting role, that of the sergeant, gives a performance
c03-081	c03-081c.png	/152/c03-081c.png	2336	2734	of rare intelligence and restrained power.
c03-021	c03-021c.png	/152/c03-021c.png	895	1073	In Fanny the pregnant girl is befriended by an
c03-021	c03-021c.png	/152/c03-021c.png	1075	1254	old man. Here it is a young homosexual, estranged
